target,location,truth_date,year_week,value,data_source
ARI incidence,BE,2021-10-31,2021-W43,1657.6,ERVISS
ARI incidence,BE,2021-10-24,2021-W42,1620.6,ERVISS
ARI incidence,BE,2021-10-17,2021-W41,1438.0,ERVISS
ARI incidence,BE,2021-10-10,2021-W40,1205.0,ERVISS
ARI incidence,BE,2021-10-03,2021-W39,1177.6,ERVISS
ARI incidence,BE,2021-09-26,2021-W38,1151.0,ERVISS
ARI incidence,BE,2021-09-19,2021-W37,1075.0,ERVISS
ARI incidence,BE,2021-09-12,2021-W36,891.5,ERVISS
ARI incidence,BE,2021-09-05,2021-W35,493.0,ERVISS
ARI incidence,BE,2021-08-29,2021-W34,391.3,ERVISS
ARI incidence,BE,2021-08-22,2021-W33,462.1,ERVISS
ARI incidence,BE,2021-08-15,2021-W32,482.3,ERVISS
ARI incidence,BE,2021-08-08,2021-W31,465.3,ERVISS
ARI incidence,BE,2021-08-01,2021-W30,458.5,ERVISS
ARI incidence,BE,2021-07-25,2021-W29,441.4,ERVISS
ARI incidence,BE,2021-07-18,2021-W28,429.9,ERVISS
ARI incidence,BE,2021-07-11,2021-W27,475.5,ERVISS
ARI incidence,BE,2021-07-04,2021-W26,504.1,ERVISS
ARI incidence,BE,2021-06-27,2021-W25,540.3,ERVISS
ARI incidence,BE,2021-06-20,2021-W24,548.8,ERVISS
ARI incidence,BE,2021-06-13,2021-W23,565.5,ERVISS
ARI incidence,BE,2021-06-06,2021-W22,628.1,ERVISS
ARI incidence,BE,2021-05-30,2021-W21,679.9,ERVISS
ARI incidence,BE,2021-05-23,2021-W20,772.3,ERVISS
ARI incidence,BE,2021-05-16,2021-W19,637.0,ERVISS
ARI incidence,BE,2021-05-09,2021-W18,863.1,ERVISS
ARI incidence,BE,2021-05-02,2021-W17,642.3,ERVISS
ARI incidence,BE,2021-04-25,2021-W16,652.7,ERVISS
ARI incidence,BE,2021-04-18,2021-W15,670.7,ERVISS
ARI incidence,BE,2021-04-11,2021-W14,722.9,ERVISS
ARI incidence,BE,2021-04-04,2021-W13,914.6,ERVISS
ARI incidence,BE,2021-03-28,2021-W12,1392.1,ERVISS
ARI incidence,BE,2021-03-21,2021-W11,1129.1,ERVISS
ARI incidence,BE,2021-03-14,2021-W10,982.2,ERVISS
ARI incidence,BE,2021-03-07,2021-W09,738.4,ERVISS
ARI incidence,BE,2021-02-28,2021-W08,790.1,ERVISS
ARI incidence,BE,2021-02-21,2021-W07,818.4,ERVISS
ARI incidence,BE,2021-02-14,2021-W06,723.3,ERVISS
ARI incidence,BE,2021-02-07,2021-W05,992.3,ERVISS
ARI incidence,BE,2021-01-31,2021-W04,902.6,ERVISS
ARI incidence,BE,2021-01-24,2021-W03,716.8,ERVISS
ARI incidence,BE,2021-01-17,2021-W02,599.9,ERVISS
ARI incidence,BE,2021-01-10,2021-W01,561.9,ERVISS
ARI incidence,BE,2021-01-03,2020-W53,496.8,ERVISS
ARI incidence,BE,2020-12-27,2020-W52,410.9,ERVISS
ARI incidence,BE,2020-12-20,2020-W51,816.9,ERVISS
ARI incidence,BE,2020-12-13,2020-W50,734.7,ERVISS
ARI incidence,BE,2020-12-06,2020-W49,718.2,ERVISS
ARI incidence,BE,2020-11-29,2020-W48,543.4,ERVISS
ARI incidence,BE,2020-11-22,2020-W47,528.7,ERVISS
ARI incidence,BE,2020-11-15,2020-W46,614.7,ERVISS
ARI incidence,BE,2020-11-08,2020-W45,775.3,ERVISS
ARI incidence,BE,2020-11-01,2020-W44,1112.2,ERVISS
ARI incidence,BE,2020-10-25,2020-W43,1281.4,ERVISS
ARI incidence,BE,2020-10-18,2020-W42,1283.2,ERVISS
ARI incidence,BE,2020-10-11,2020-W41,1017.7,ERVISS
ARI incidence,BE,2020-10-04,2020-W40,959.6,ERVISS
ARI incidence,BE,2020-09-27,2020-W39,1094.0,ERVISS
ARI incidence,BE,2020-09-20,2020-W38,1294.4,ERVISS
ARI incidence,BE,2020-09-13,2020-W37,1068.3,ERVISS
ARI incidence,BE,2020-09-06,2020-W36,432.1,ERVISS
ARI incidence,BE,2020-08-30,2020-W35,320.5,ERVISS
ARI incidence,BE,2020-08-23,2020-W34,329.3,ERVISS
ARI incidence,BE,2020-08-16,2020-W33,285.7,ERVISS
ARI incidence,BE,2020-08-09,2020-W32,310.8,ERVISS
ARI incidence,BE,2020-08-02,2020-W31,480.8,ERVISS
ARI incidence,BE,2020-07-26,2020-W30,422.1,ERVISS
ARI incidence,BE,2020-07-19,2020-W29,447.8,ERVISS
ARI incidence,BE,2020-07-12,2020-W28,520.9,ERVISS
ARI incidence,BE,2020-07-05,2020-W27,418.0,ERVISS
ARI incidence,BE,2020-06-28,2020-W26,487.1,ERVISS
ARI incidence,BE,2020-06-21,2020-W25,395.4,ERVISS
ARI incidence,BG,2024-12-01,2024-W48,962.1,ERVISS
ARI incidence,BG,2024-11-24,2024-W47,1011.8,ERVISS
ARI incidence,BG,2024-11-17,2024-W46,988.0,ERVISS
ARI incidence,BG,2024-11-10,2024-W45,956.9,ERVISS
ARI incidence,BG,2024-11-03,2024-W44,585.9,ERVISS
ARI incidence,BG,2024-10-27,2024-W43,651.7,ERVISS
ARI incidence,BG,2024-10-20,2024-W42,659.6,ERVISS
ARI incidence,BG,2024-10-13,2024-W41,656.9,ERVISS
ARI incidence,BG,2024-10-06,2024-W40,644.8,ERVISS
ARI incidence,BG,2024-09-29,2024-W39,524.3,ERVISS
ARI incidence,BG,2024-09-22,2024-W38,436.5,ERVISS
ARI incidence,BG,2024-09-15,2024-W37,389.0,ERVISS
ARI incidence,BG,2024-09-08,2024-W36,313.8,ERVISS
ARI incidence,BG,2024-09-01,2024-W35,363.7,ERVISS
ARI incidence,BG,2024-08-25,2024-W34,366.5,ERVISS
ARI incidence,BG,2024-08-18,2024-W33,334.9,ERVISS
ARI incidence,BG,2024-08-11,2024-W32,320.6,ERVISS
ARI incidence,BG,2024-08-04,2024-W31,315.4,ERVISS
ARI incidence,BG,2024-07-28,2024-W30,308.5,ERVISS
ARI incidence,BG,2024-07-21,2024-W29,317.1,ERVISS
ARI incidence,BG,2024-07-14,2024-W28,322.5,ERVISS
ARI incidence,BG,2024-07-07,2024-W27,348.1,ERVISS
ARI incidence,BG,2024-06-30,2024-W26,360.1,ERVISS
ARI incidence,BG,2024-06-23,2024-W25,368.4,ERVISS
ARI incidence,BG,2024-06-16,2024-W24,436.7,ERVISS
ARI incidence,BG,2024-06-09,2024-W23,450.2,ERVISS
ARI incidence,BG,2024-06-02,2024-W22,501.2,ERVISS
ARI incidence,BG,2024-05-19,2024-W20,566.9,ERVISS
ARI incidence,BG,2024-05-12,2024-W19,511.7,ERVISS
ARI incidence,BG,2024-05-05,2024-W18,395.3,ERVISS
ARI incidence,BG,2024-04-28,2024-W17,630.5,ERVISS
ARI incidence,BG,2024-04-21,2024-W16,586.1,ERVISS
ARI incidence,BG,2024-04-14,2024-W15,574.8,ERVISS
ARI incidence,BG,2024-03-31,2024-W13,757.2,ERVISS
ARI incidence,BG,2024-03-24,2024-W12,863.8,ERVISS
ARI incidence,BG,2024-03-17,2024-W11,906.4,ERVISS
ARI incidence,BG,2024-03-10,2024-W10,724.8,ERVISS
ARI incidence,BG,2024-03-03,2024-W09,909.7,ERVISS
ARI incidence,BG,2024-02-25,2024-W08,989.3,ERVISS
ARI incidence,BG,2024-02-18,2024-W07,1141.7,ERVISS
ARI incidence,BG,2024-02-11,2024-W06,1322.2,ERVISS
ARI incidence,BG,2024-02-04,2024-W05,1771.5,ERVISS
ARI incidence,BG,2024-01-28,2024-W04,1972.0,ERVISS
ARI incidence,BG,2024-01-21,2024-W03,1593.8,ERVISS
ARI incidence,BG,2024-01-14,2024-W02,1488.9,ERVISS
ARI incidence,BG,2024-01-07,2024-W01,1178.5,ERVISS
ARI incidence,BG,2023-12-31,2023-W52,498.2,ERVISS
ARI incidence,BG,2023-12-24,2023-W51,1033.2,ERVISS
ARI incidence,BG,2023-12-17,2023-W50,1212.9,ERVISS
ARI incidence,BG,2023-12-10,2023-W49,1030.0,ERVISS
ARI incidence,BG,2023-12-03,2023-W48,996.8,ERVISS
ARI incidence,BG,2023-11-26,2023-W47,1011.8,ERVISS
ARI incidence,BG,2023-11-19,2023-W46,874.1,ERVISS
ARI incidence,BG,2023-11-12,2023-W45,852.4,ERVISS
ARI incidence,BG,2023-11-05,2023-W44,748.1,ERVISS
ARI incidence,BG,2023-10-29,2023-W43,581.4,ERVISS
ARI incidence,BG,2023-10-22,2023-W42,625.5,ERVISS
ARI incidence,BG,2023-10-15,2023-W41,632.2,ERVISS
ARI incidence,BG,2023-10-08,2023-W40,512.9,ERVISS
ARI incidence,BG,2023-10-01,2023-W39,429.4,ERVISS
ARI incidence,BG,2023-09-24,2023-W38,310.5,ERVISS
ARI incidence,BG,2023-09-17,2023-W37,252.9,ERVISS
ARI incidence,BG,2023-09-10,2023-W36,219.9,ERVISS
ARI incidence,BG,2023-09-03,2023-W35,215.7,ERVISS
ARI incidence,BG,2023-08-27,2023-W34,210.6,ERVISS
ARI incidence,BG,2023-08-20,2023-W33,204.4,ERVISS
ARI incidence,BG,2023-08-13,2023-W32,197.2,ERVISS
ARI incidence,BG,2023-08-06,2023-W31,187.5,ERVISS
ARI incidence,BG,2023-07-30,2023-W30,169.0,ERVISS
ARI incidence,BG,2023-07-23,2023-W29,191.5,ERVISS
ARI incidence,BG,2023-07-16,2023-W28,208.2,ERVISS
ARI incidence,BG,2023-07-09,2023-W27,234.4,ERVISS
ARI incidence,BG,2023-07-02,2023-W26,274.9,ERVISS
ARI incidence,BG,2023-06-25,2023-W25,293.6,ERVISS
ARI incidence,BG,2023-06-18,2023-W24,311.6,ERVISS
ARI incidence,BG,2023-06-11,2023-W23,376.9,ERVISS
ARI incidence,BG,2023-06-04,2023-W22,349.3,ERVISS
ARI incidence,BG,2023-05-28,2023-W21,470.8,ERVISS
ARI incidence,BG,2023-05-21,2023-W20,437.9,ERVISS
ARI incidence,BG,2023-05-14,2023-W19,421.7,ERVISS
ARI incidence,BG,2023-05-07,2023-W18,461.1,ERVISS
ARI incidence,BG,2023-04-30,2023-W17,509.8,ERVISS
ARI incidence,BG,2023-04-23,2023-W16,498.3,ERVISS
ARI incidence,BG,2023-04-16,2023-W15,463.2,ERVISS
ARI incidence,BG,2023-04-09,2023-W14,552.8,ERVISS
ARI incidence,BG,2023-04-02,2023-W13,934.5,ERVISS
ARI incidence,BG,2023-03-26,2023-W12,1005.6,ERVISS
ARI incidence,BG,2023-03-19,2023-W11,1044.4,ERVISS
ARI incidence,BG,2023-03-12,2023-W10,1101.5,ERVISS
ARI incidence,BG,2023-03-05,2023-W09,969.9,ERVISS
ARI incidence,BG,2023-02-19,2023-W07,1288.1,ERVISS
ARI incidence,BG,2023-02-12,2023-W06,1309.0,ERVISS
ARI incidence,BG,2023-02-05,2023-W05,1324.0,ERVISS
ARI incidence,BG,2023-01-29,2023-W04,1634.2,ERVISS
ARI incidence,BG,2023-01-22,2023-W03,1994.5,ERVISS
ARI incidence,BG,2023-01-15,2023-W02,1870.4,ERVISS
ARI incidence,BG,2023-01-08,2023-W01,1244.4,ERVISS
ARI incidence,BG,2023-01-01,2022-W52,533.2,ERVISS
ARI incidence,BG,2022-12-25,2022-W51,954.1,ERVISS
ARI incidence,BG,2022-12-18,2022-W50,1209.3,ERVISS
ARI incidence,BG,2022-12-11,2022-W49,1171.0,ERVISS
ARI incidence,BG,2022-12-04,2022-W48,1172.6,ERVISS
ARI incidence,BG,2022-11-27,2022-W47,1187.1,ERVISS
ARI incidence,BG,2022-11-20,2022-W46,1118.2,ERVISS
ARI incidence,BG,2022-11-13,2022-W45,988.5,ERVISS
ARI incidence,BG,2022-11-06,2022-W44,794.6,ERVISS
ARI incidence,BG,2022-10-30,2022-W43,511.3,ERVISS
ARI incidence,BG,2022-10-23,2022-W42,592.4,ERVISS
ARI incidence,BG,2022-10-16,2022-W41,580.6,ERVISS
ARI incidence,BG,2022-10-09,2022-W40,540.5,ERVISS
ARI incidence,BG,2022-10-02,2022-W39,495.2,ERVISS
ARI incidence,BG,2022-09-25,2022-W38,298.8,ERVISS
ARI incidence,BG,2022-09-18,2022-W37,344.1,ERVISS
ARI incidence,BG,2022-09-11,2022-W36,268.8,ERVISS
ARI incidence,BG,2022-09-04,2022-W35,272.3,ERVISS
ARI incidence,BG,2022-08-28,2022-W34,269.7,ERVISS
ARI incidence,BG,2022-08-21,2022-W33,286.7,ERVISS
ARI incidence,BG,2022-08-14,2022-W32,298.0,ERVISS
ARI incidence,BG,2022-08-07,2022-W31,315.4,ERVISS
ARI incidence,BG,2022-07-31,2022-W30,328.6,ERVISS
ARI incidence,BG,2022-07-24,2022-W29,300.9,ERVISS
ARI incidence,BG,2022-07-17,2022-W28,296.0,ERVISS
ARI incidence,BG,2022-07-10,2022-W27,327.8,ERVISS
ARI incidence,BG,2022-07-03,2022-W26,285.7,ERVISS
ARI incidence,BG,2022-06-26,2022-W25,288.8,ERVISS
ARI incidence,BG,2022-06-19,2022-W24,268.7,ERVISS
ARI incidence,BG,2022-06-12,2022-W23,279.9,ERVISS
ARI incidence,BG,2022-06-05,2022-W22,268.3,ERVISS
ARI incidence,BG,2022-05-29,2022-W21,279.3,ERVISS
ARI incidence,BG,2022-05-22,2022-W20,332.5,ERVISS
ARI incidence,BG,2022-05-15,2022-W19,375.2,ERVISS
ARI incidence,BG,2022-05-08,2022-W18,314.4,ERVISS
ARI incidence,BG,2022-05-01,2022-W17,395.2,ERVISS
ARI incidence,BG,2022-04-24,2022-W16,434.1,ERVISS
ARI incidence,BG,2022-04-17,2022-W15,646.5,ERVISS
ARI incidence,BG,2022-04-10,2022-W14,695.0,ERVISS
ARI incidence,BG,2022-04-03,2022-W13,1107.8,ERVISS
ARI incidence,BG,2022-03-27,2022-W12,1104.8,ERVISS
ARI incidence,BG,2022-03-20,2022-W11,1283.6,ERVISS
ARI incidence,BG,2022-03-13,2022-W10,767.4,ERVISS
ARI incidence,BG,2022-03-06,2022-W09,639.2,ERVISS
ARI incidence,BG,2022-02-27,2022-W08,736.9,ERVISS
ARI incidence,BG,2022-02-20,2022-W07,865.6,ERVISS
ARI incidence,BG,2022-02-13,2022-W06,954.1,ERVISS
ARI incidence,BG,2022-02-06,2022-W05,859.4,ERVISS
ARI incidence,BG,2022-01-23,2022-W03,1159.6,ERVISS
ARI incidence,BG,2022-01-16,2022-W02,990.7,ERVISS
ARI incidence,BG,2022-01-09,2022-W01,871.8,ERVISS
ARI incidence,BG,2022-01-02,2021-W52,423.9,ERVISS
ARI incidence,BG,2021-12-26,2021-W51,717.7,ERVISS
ARI incidence,BG,2021-12-19,2021-W50,889.7,ERVISS
ARI incidence,BG,2021-12-12,2021-W49,868.9,ERVISS
ARI incidence,BG,2021-12-05,2021-W48,969.2,ERVISS
ARI incidence,BG,2021-11-28,2021-W47,829.0,ERVISS
ARI incidence,BG,2021-11-21,2021-W46,651.0,ERVISS
ARI incidence,BG,2021-11-14,2021-W45,838.8,ERVISS
ARI incidence,BG,2021-11-07,2021-W44,920.3,ERVISS
ARI incidence,BG,2021-10-31,2021-W43,60.4,ERVISS
ARI incidence,BG,2021-10-24,2021-W42,704.0,ERVISS
ARI incidence,BG,2021-10-17,2021-W41,758.4,ERVISS
ARI incidence,BG,2021-10-10,2021-W40,729.0,ERVISS
ARI incidence,BG,2021-10-03,2021-W39,542.9,ERVISS
ARI incidence,BG,2021-09-26,2021-W38,374.1,ERVISS
ARI incidence,BG,2021-09-19,2021-W37,359.1,ERVISS
ARI incidence,BG,2021-09-12,2021-W36,260.9,ERVISS
ARI incidence,BG,2021-09-05,2021-W35,288.2,ERVISS
ARI incidence,BG,2021-08-29,2021-W34,344.5,ERVISS
ARI incidence,BG,2021-08-22,2021-W33,296.3,ERVISS
ARI incidence,BG,2021-08-15,2021-W32,278.9,ERVISS
ARI incidence,BG,2021-08-08,2021-W31,214.0,ERVISS
ARI incidence,BG,2021-08-01,2021-W30,232.8,ERVISS
ARI incidence,BG,2021-07-25,2021-W29,220.9,ERVISS
ARI incidence,BG,2021-07-18,2021-W28,225.9,ERVISS
ARI incidence,BG,2021-07-11,2021-W27,223.5,ERVISS
ARI incidence,BG,2021-07-04,2021-W26,281.1,ERVISS
ARI incidence,BG,2021-06-27,2021-W25,488.8,ERVISS
ARI incidence,BG,2021-06-20,2021-W24,340.5,ERVISS
ARI incidence,BG,2021-06-13,2021-W23,369.1,ERVISS
ARI incidence,BG,2021-06-06,2021-W22,326.1,ERVISS
ARI incidence,BG,2021-05-30,2021-W21,343.5,ERVISS
ARI incidence,BG,2021-05-23,2021-W20,421.0,ERVISS
ARI incidence,BG,2021-05-16,2021-W19,455.9,ERVISS
ARI incidence,BG,2021-05-09,2021-W18,213.4,ERVISS
ARI incidence,BG,2021-05-02,2021-W17,327.6,ERVISS
ARI incidence,BG,2021-04-18,2021-W15,418.1,ERVISS
ARI incidence,BG,2021-04-11,2021-W14,437.3,ERVISS
