target,location,truth_date,year_week,value
ILI incidence,GB-SCT,2024-01-28,2024-W04,9.297001232187087
ILI incidence,GB-SCT,2024-02-04,2024-W05,13.555689083095873
ILI incidence,GB-SCT,2024-02-11,2024-W06,7.792346344043462
ILI incidence,GB-SCT,2024-02-18,2024-W07,15.06280469088243
ILI incidence,GB-SCT,2024-02-25,2024-W08,13.448524427899772
ILI incidence,GB-SCT,2024-03-03,2024-W09,5.3815817204047685
ILI incidence,GB-SCT,2024-03-10,2024-W10,8.068064396183054
ILI incidence,GB-SCT,2024-03-17,2024-W11,7.523938664852005
ILI incidence,GB-SCT,2024-03-24,2024-W12,7.1765493172301404
ILI incidence,GB-SCT,2024-03-31,2024-W13,6.0967879281594595
ILI incidence,GB-SCT,2024-04-07,2024-W14,4.71664386955463
ILI incidence,GB-SCT,2024-04-14,2024-W15,6.283936591246094
ILI incidence,GB-SCT,2024-04-21,2024-W16,3.679148792135452
ILI incidence,GB-SCT,2024-04-28,2024-W17,4.184643126631969
ILI incidence,GB-SCT,2024-05-05,2024-W18,2.495689492008266
ILI incidence,GB-SCT,2024-05-12,2024-W19,4.813490654532421
ILI incidence,GB-SCT,2024-05-19,2024-W20,5.399238707342264
ILI incidence,GB-SCT,2024-05-26,2024-W21,2.017528823984116
ILI incidence,GB-SCT,2024-06-02,2024-W22,3.2492456334720954
ILI incidence,GB-SCT,2024-06-09,2024-W23,3.1652897656186227
ILI incidence,GB-SCT,2024-06-16,2024-W24,3.9312648328204647
ILI incidence,GB-SCT,2024-06-23,2024-W25,2.4067597859855714
ILI incidence,GB-SCT,2024-06-30,2024-W26,2.5977983658849126
ILI incidence,GB-SCT,2024-07-07,2024-W27,3.4364329958956317
ILI incidence,GB-SCT,2024-07-14,2024-W28,1.716699283953062
ILI incidence,GB-SCT,2024-07-21,2024-W29,1.3664698950017864
ILI incidence,GB-SCT,2024-07-28,2024-W30,1.807238895395507
ILI incidence,GB-SCT,2024-08-04,2024-W31,3.0013621181746317
ILI incidence,GB-SCT,2024-08-11,2024-W32,1.6228168721426084
ILI incidence,GB-SCT,2024-08-18,2024-W33,2.1716473398405913
ILI incidence,GB-SCT,2024-08-25,2024-W34,1.853287732437344
ILI incidence,GB-SCT,2024-09-01,2024-W35,1.9540820774598133
ILI incidence,GB-SCT,2024-09-08,2024-W36,0.8853290124823039
ILI incidence,GB-SCT,2024-09-15,2024-W37,1.9854968630818048
ILI incidence,GB-SCT,2024-09-22,2024-W38,2.0671500352499095
ILI incidence,GB-SCT,2024-09-29,2024-W39,2.4321770651741264
ILI incidence,GB-SCT,2024-10-06,2024-W40,2.2102363523721653
ILI incidence,GB-SCT,2024-10-13,2024-W41,1.542824835962882
ILI incidence,GB-SCT,2024-10-20,2024-W42,2.9504673377852004
ILI incidence,GB-SCT,2024-10-27,2024-W43,2.040373517743287
ILI incidence,GB-SCT,2024-11-03,2024-W44,3.8546734925402095
ILI incidence,GB-SCT,2024-11-10,2024-W45,0.9122678630755602
ILI incidence,GB-SCT,2024-11-17,2024-W46,3.5986655418487494
ILI incidence,GB-SCT,2024-11-24,2024-W47,4.488734028491947
ILI incidence,GB-SCT,2024-12-01,2024-W48,5.413167101619392
